Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Access Type,Source,EID
"Thomson, P., Jaque, S.V.","23020238400;6602949023;","Shame and Anxiety: The Mediating Role of Childhood Adversity in Dancers",2018,"Journal of dance medicine &amp; science : official publication of the International Association for Dance Medicine &amp; Science","22","2",,"100","108",,,"10.12678/1089-313X.22.2.100","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055167934&doi=10.12678%2f1089-313X.22.2.100&partnerID=40&md5=d7bac371f6d57d3c385119729b401841",Article,"Final",,Scopus,2-s2.0-85055167934
"Bakhshayesh, B.E., Imhoff, P.T., Dentel, S.K.","56572785200;7003829242;7004912974;","Assessing clogging of laminated hydrophobic membrane during fecal sludge drying",2018,"Science of the Total Environment","627",,,"713","722",,1,"10.1016/j.scitotenv.2018.01.209","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041471692&doi=10.1016%2fj.scitotenv.2018.01.209&partnerID=40&md5=3e1aff029ed4be0b6e8d490aa39faa37",Article,"Final",Open Access,Scopus,2-s2.0-85041471692
"Ayalon, L.","57203069069;","Perceived Age Discrimination: A Precipitator or a Consequence of Depressive Symptoms?",2018,"Journals of Gerontology - Series B Psychological Sciences and Social Sciences","73","5",,"860","869",,5,"10.1093/geronb/gbw101","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047572289&doi=10.1093%2fgeronb%2fgbw101&partnerID=40&md5=dcbb26126ea7487b53317656d2a9de8e",Article,"Final",Open Access,Scopus,2-s2.0-85047572289
"Li, J.C.-H.","56916197200;","Probability-of-superiority SEM (PS-SEM)-Detecting probability-based multivariate relationships in behavioral research",2018,"Frontiers in Psychology","9","JUN", 883,"","",,2,"10.3389/fpsyg.2018.00883","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048569053&doi=10.3389%2ffpsyg.2018.00883&partnerID=40&md5=c16c3daa8f2859faeec2acba4236d3b2",Article,"Final",Open Access,Scopus,2-s2.0-85048569053
"Witlox, L., Hiensch, A.E., Velthuis, M.J., Steins Bisschop, C.N., Los, M., Erdkamp, F.L.G., Bloemendal, H.J., Verhaar, M., ten Bokkel Huinink, D., van der Wall, E., Peeters, P.H.M., May, A.M.","57191090809;57202420810;57206434721;38663472300;7005891744;6701613564;8119444700;7004730913;56038692200;7101764508;57203028737;23486114900;","Four-year effects of exercise on fatigue and physical activity in patients with cancer",2018,"BMC Medicine","16","1", 86,"","",,4,"10.1186/s12916-018-1075-x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048304531&doi=10.1186%2fs12916-018-1075-x&partnerID=40&md5=021bdbdd1a88b3d34b82cd1423e42109",Article,"Final",Open Access,Scopus,2-s2.0-85048304531
"Ono, S., Sugai, T., Suzuki, Y., Yamazaki, M., Shimoda, K., Mori, T., Ozeki, Y., Matsuda, H., Sugawara, N., Yasui-Furukori, N., Okamoto, K., Sagae, T., Someya, T.","36020527900;15046067600;36020834800;56149832200;7103143519;56150870800;7103381979;56603568600;35604937400;7003935439;57092963600;55520332700;55497528100;","High-density lipoprotein-cholesterol and antipsychotic medication in overweight inpatients with schizophrenia: Post-hoc analysis of a Japanese nationwide survey",2018,"BMC Psychiatry","18","1", 180,"","",,1,"10.1186/s12888-018-1764-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048291323&doi=10.1186%2fs12888-018-1764-1&partnerID=40&md5=cf1356ba3b525b32db3f25fdb31f4eaa",Article,"Final",Open Access,Scopus,2-s2.0-85048291323
"Heponiemi, T., Hietapakka, L., Lehtoaro, S., Aalto, A.-M.","6507367189;56026968500;57202388079;57193642961;","Foreign-born physicians' perceptions of discrimination and stress in Finland: A cross-sectional questionnaire study",2018,"BMC Health Services Research","18","1", 418,"","",,1,"10.1186/s12913-018-3256-x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048152190&doi=10.1186%2fs12913-018-3256-x&partnerID=40&md5=67ed7c099f3298c4e030dee7be938bd3",Article,"Final",Open Access,Scopus,2-s2.0-85048152190
"Quintana, D.S., Williams, D.R.","36119176600;57191831969;","Bayesian alternatives for common null-hypothesis significance tests in psychiatry: A non-technical guide using JASP",2018,"BMC Psychiatry","18","1", 178,"","",,21,"10.1186/s12888-018-1761-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048297695&doi=10.1186%2fs12888-018-1761-4&partnerID=40&md5=9b5a5082a71a8182a53b6241c699b145",Article,"Final",Open Access,Scopus,2-s2.0-85048297695
"Lietz-Kijak, D., Kijak, E., Krajczy, M., Bogacz, K., Łuniewski, J., Szczegielniak, J.","13610982400;55338965000;25634027700;7801496459;25634266500;8645792200;","The impact of the use of kinesio taping method on the reduction of swelling in patients after orthognathic surgery: A pilot study",2018,"Medical Science Monitor","24",,,"3736","3743",,,"10.12659/MSM.909915","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048773631&doi=10.12659%2fMSM.909915&partnerID=40&md5=8ca945db990b3df4cd1b16a0520af5ff",Article,"Final",,Scopus,2-s2.0-85048773631
"Ankarali, H., Cangur, S., Ankarali, S.","23134564000;8604063700;6507714540;","A New SEYHAN’s Approach in Case of Heterogeneity of Regression Slopes in ANCOVA",2018,"Interdisciplinary Sciences: Computational Life Sciences","10","2",,"282","290",,,"10.1007/s12539-016-0189-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046857942&doi=10.1007%2fs12539-016-0189-0&partnerID=40&md5=d1990ec33522ac6f42576949b41fd81c",Article,"Final",,Scopus,2-s2.0-85046857942
"Poerio, G.L., Blakey, E., Hostler, T.J., Veltri, T.","55793747000;57191780759;57200373580;57194768101;","More than a feeling: Autonomous sensory meridian response (asmr) is characterized by reliable changes in affect and physiology",2018,"PLoS ONE","13","6", e0196645,"","",,5,"10.1371/journal.pone.0196645","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048815069&doi=10.1371%2fjournal.pone.0196645&partnerID=40&md5=e73f4bf8345e26b62948000f103f743c",Article,"Final",Open Access,Scopus,2-s2.0-85048815069
"Hoffman, M., Van Hollebeke, M., Clerckx, B., Muller, J., Louvaris, Z., Gosselink, R., Hermans, G., Langer, D.","55866273000;57202907532;16232256100;57198685460;36458757800;7003799346;20733909600;35409814100;","Can inspiratory muscle training improve weaning outcomes in difficult to wean patients? A protocol for a randomised controlled trial (IMweanT study)",2018,"BMJ Open","8","6", e021091,"","",,1,"10.1136/bmjopen-2017-021091","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049732958&doi=10.1136%2fbmjopen-2017-021091&partnerID=40&md5=4cd8a8a9626b5e5f7ce47a63c19e9257",Article,"Final",Open Access,Scopus,2-s2.0-85049732958
"Eckersley, C.P., White, T.R., Cutcliffe, H.C., Shridharani, J.K., Wood, G.W., Bass, C.R.","55201424300;57202369152;55428211700;43061474200;36663256200;7005141107;","Foul tip impact attenuation of baseball catcher masks using head impact metrics",2018,"PLoS ONE","13","6", e0198316,"","",,1,"10.1371/journal.pone.0198316","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048062477&doi=10.1371%2fjournal.pone.0198316&partnerID=40&md5=f10ae9a9ef54db7aa4e6d53a0430a895",Article,"Final",Open Access,Scopus,2-s2.0-85048062477
"McIsaac, D.I., Saunders, C., Hladkowicz, E., Bryson, G.L., Forster, A.J., Gagne, S., Huang, A., Lalu, M., Lavallee, L.T., Moloo, H., Nantel, J., Power, B., Scheede-Bergdahl, C., Taljaard, M., Van Walraven, C., McCartney, C.J.L.","56132894500;57209787324;56074456900;7006090534;57158690600;36339446900;7402307125;7801545674;35102397200;23501942900;15839944000;7006091211;8681448800;13104397100;7007050247;7005843459;","PREHAB study: A protocol for a prospective randomised clinical trial of exercise therapy for people living with frailty having cancer surgery",2018,"BMJ Open","8","6", 022057,"","",,2,"10.1136/bmjopen-2018-022057","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049150315&doi=10.1136%2fbmjopen-2018-022057&partnerID=40&md5=32705b73f77ff9d70232be9f960655e0",Article,"Final",Open Access,Scopus,2-s2.0-85049150315
"Lee, K., Kang, I., Mortimer, J.E., Sattler, F., MacK, W.J., Fitzsimons, L.A., Salem, G., Dieli-Conwright, C.M.","57189991430;57202903252;7102512809;35428927900;57203250454;57202903735;57198142332;24801994300;","Effects of high-intensity interval training on vascular function in breast cancer survivors undergoing anthracycline chemotherapy: Design of a pilot study",2018,"BMJ Open","8","6", e022622,"","",,2,"10.1136/bmjopen-2018-022622","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049750054&doi=10.1136%2fbmjopen-2018-022622&partnerID=40&md5=42a6f76ba3b25966627cb6fae59f8303",Article,"Final",,Scopus,2-s2.0-85049750054
"Siriwardhana, D.D., Walters, K., Rait, G., Bazo-Alvarez, J.C., Weerasinghe, M.C.","57201030779;57203175207;6602151058;57188860648;15844556600;","Cross-cultural adaptation and psychometric evaluation of the Sinhala version of lawton instrumental activities of daily living scale",2018,"PLoS ONE","13","6", e0199820,"","",,1,"10.1371/journal.pone.0199820","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049167031&doi=10.1371%2fjournal.pone.0199820&partnerID=40&md5=34dc139fb368612d87cd34ad8bc364b5",Article,"Final",Open Access,Scopus,2-s2.0-85049167031
